id,plan_id,city_id,area_id,group_id,tdate,span_id,station_id,station_center_point,block_id,target_bike_cnt,bike_num,predict_in,dispatch_num,efficiency,profit_order,in_bike_cnt,explore_target_bike_cnt,max_capacity,min_capacity,status,create_time,update_time
7469102,18418,360,1,216,20220902,20,448306,118.05737464296115|36.9669255919719,8b30a406cc13fff,0,0,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469103,18418,360,1,216,20220902,20,448307,118.05749415336815|36.96823620248015,8b30a406cc31fff,0,0,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469104,18418,360,1,216,20220902,20,448304,118.0567079944842|36.9642220116088,8b30a406126dfff,0,0,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469105,18418,360,1,216,20220902,20,448305,118.05695670143454|36.965619902543125,8b30a406cc80fff,0,1,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469106,18418,360,1,216,20220902,20,172853,118.11179555195|36.971098541228,8b30a4a9a8c5fff,2,2,2,0,0,0.942436,2,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469107,18418,360,1,216,20220902,20,448315,118.07988322971501|36.96472072592063,8b30a406c26dfff,3,0,1,0,0,1.77244,0,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469108,18418,360,1,216,20220902,20,448312,118.06992598558999|36.96468826105132,8b30a406c0edfff,1,0,0,0,0,0.439795,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469109,18418,360,1,216,20220902,20,158030,118.09255384793|36.978929763634,8b30a4a9e553fff,0,0,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469110,18418,360,1,216,20220902,20,158031,118.09250444112|36.977787391043,8b30a4a9e401fff,1,0,1,0,0,0.886089,0,2,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469111,18418,360,1,216,20220902,20,158028,118.09289520402|36.978486514606,8b30a4a9e42dfff,3,9,2,0,0,1.21163,1,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469112,18418,360,1,216,20220902,20,158029,118.0925493564|36.980140600756,8b30a4a9e544fff,0,0,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469113,18418,360,1,216,20220902,20,180578,118.1240798798|36.970557928292,8b30a4a9bd33fff,1,0,0,0,0,0.152359,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469114,18418,360,1,216,20220902,20,146784,118.10806309256|36.955830173815,8b30a4069badfff,0,0,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469115,18418,360,1,216,20220902,20,89447,118.08844410022|36.948447192724,8b30a40683abfff,9,4,2,0,0,1.75088,2,10,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469116,18418,360,1,216,20220902,20,62312,118.08699782835|36.945202490305,8b30a406875dfff,16,2,4,0,0,2.13895,0,17,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469117,18418,360,1,216,20220902,20,89448,118.08849350702|36.949236715905,8b30a40683adfff,10,0,3,0,0,1.72553,2,10,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469118,18418,360,1,216,20220902,20,92525,118.10576343045|36.959438487396,8b30a4a9a486fff,3,8,2,0,0,1.05389,4,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469119,18418,360,1,216,20220902,20,165741,118.10508071826|36.948998778285,8b30a40690adfff,1,0,1,0,0,0.201062,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469120,18418,360,1,216,20220902,20,144250,118.07500544979|36.925641192847,8b30a406a6b4fff,2,4,1,0,0,0.357796,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469121,18418,360,1,216,20220902,20,162683,118.11034478855|36.96145344459,8b30a4a9a442fff,3,2,1,0,0,1.45599,0,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469122,18418,360,1,216,20220902,20,94593,118.11840258898|36.962570839536,8b30a4a9a39afff,0,0,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469123,18418,360,1,216,20220902,20,144258,118.09025867735|36.960703699354,8b30a406d713fff,5,1,2,0,0,1.3616,0,6,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469124,18418,360,1,216,20220902,20,55682,118.0961695276|36.965418319611,8b30a406d31efff,7,46,9,0,0,0.788993,2,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469125,18418,360,1,216,20220902,20,55683,118.08759969304|36.960927181886,8b30a406d45cfff,16,7,2,0,0,1.65641,2,16,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469126,18418,360,1,216,20220902,20,55695,118.09247749196|36.948746419384,8b30a4068274fff,0,0,0,0,0,0.239921,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469127,18418,360,1,216,20220902,20,94608,118.11347987478|36.967685413654,8b30a4a9a151fff,1,0,1,0,0,0.497846,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469128,18418,360,1,216,20220902,20,94613,118.10573648129|36.961168686472,8b30a4a9a58bfff,3,3,3,0,0,0.638131,3,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469129,18418,360,1,216,20220902,20,55701,118.10763190591|36.976064780596,8b30a4a9a92efff,2,1,2,0,0,0.687688,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469130,18418,360,1,216,20220902,20,179610,118.11992970834|36.96067486285,8b30a4a9a293fff,0,0,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469131,18418,360,1,216,20220902,20,62362,118.10601046447|36.967836791116,8b30a4a9ac56fff,4,13,3,0,0,0.905172,5,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469132,18418,360,1,216,20220902,20,371615,118.1305986404161|36.959873607659944,8b30a4a9b4a9fff,2,2,1,0,0,0.565362,1,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469133,18418,360,1,216,20220902,20,187806,118.10113266555|36.956673691133,8b30a4069810fff,2,2,1,0,0,0.871771,0,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469134,18418,360,1,216,20220902,20,187805,118.1026732595|36.964585713146,8b30a406d268fff,2,0,0,0,0,0.939348,1,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469135,18418,360,1,216,20220902,20,145827,118.08833630356|36.950581409867,8b30a4068304fff,0,0,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469136,18418,360,1,216,20220902,20,62369,118.10018495323|36.965227289513,8b30a406d358fff,2,0,0,0,0,1.05913,0,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469137,18418,360,1,216,20220902,20,94624,118.10609580349|36.953811461628,8b30a4069165fff,7,3,1,0,0,1.30195,5,8,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469138,18418,360,1,216,20220902,20,55714,118.0988105458|36.959052791767,8b30a4069915fff,8,2,4,0,0,1.54106,9,10,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469139,18418,360,1,216,20220902,20,187808,118.10318529364|36.956522291282,8b30a406980bfff,2,0,0,0,0,0.687021,2,2,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469140,18418,360,1,216,20220902,20,55715,118.08478799679|36.958634652237,8b30a406d48bfff,4,3,3,0,0,0.847562,2,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469141,18418,360,1,216,20220902,20,187809,118.10379164986|36.956511477009,8b30a4069856fff,2,1,2,0,0,0.82481,0,5,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469142,18418,360,1,216,20220902,20,175014,118.07465511064|36.923679375081,8b30a4041a66fff,1,0,1,0,0,0.292548,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
7469143,18418,360,1,216,20220902,20,156070,118.12292106569|36.970680468426,8b30a4a9aa4dfff,0,0,0,0,0,0,0,0,0,0,1,2022/9/2 9:00,2022/9/2 9:00
